# 1. He lumi hou ko ka hale = The new room of the house,,,,,,,
5,na,na,ADP,ADP,DET,AH,
6,wai,wai,PRON,PRON,NOUN,AH,
7,e,e,AUX,AUX,AUX,,
8,kūkulu,kūkulu,VERB,VERB,VERB,,
9,ana,ana,AUX,AUX,AUX,,
10,i,i,PART,ADP,PART,AH,
11,ka,ka,DET,DET,DET,,
12,lumi,lumi,NOUN,NOUN,NOUN,,
13,moe,moe,NOUN,NOUN,VERB,AH,
14,hou,hou,ADJ,ADJ,ADJ,,
15,?,?,PUNCT,PUNCT,PUNCT,,
16,	,_,PUNCT,,PUNCT,AH,
17,i,i,AUX,ADP,PART,AH,
18,nīnau,nīnau,VERB,VERB,VERB,,
19,ai,ai,AUX,SCONJ,PART,AH,
20,ʻo,ʻo,PART,PART,PART,,
21,Kimo,Kimo,PROPN,PROPN,PROPN,,
22,.,.,PUNCT,PUNCT,PUNCT,,
,,,,,,,
"# 8. ""E kelepona wau iā ʻAnakala Kālai i kēia ahiahi. = ""I'll phone Uncle Kālai this evening.",,,,,,,
1,	,_,X,,PUNCT,AH,
2,E,E,AUX,AUX,AUX,,
3,kelepona,kelepona,VERB,VERB,VERB,,
4,wau,wau,PRON,PROPN,PRON,AH,
5,iā,iā,PART,ADP,DET,AH,
6,ʻAnakala,ʻAnakala,PROPN,NOUN,NOUN,,
7,Kālai,Kālai,PROPN,PROPN,PROPN,,
8,i,i,ADP,ADP,PART,AH,
9,kēia,kēia,DET,DET,DET,,
10,ahiahi,ahiahi,NOUN,NOUN,NOUN,,
11,.,.,PUNCT,ADP,PUNCT,AH,
,,,,,,,
"# 9. Hiki paha iā ia ke kōkua iā kākou, no ka mea, he kamanā maikaʻi loa ʻo ia."" = Maybe he can help us, because he's a very good carpenter.""",,,,,,,
1,Hiki,Hiki,AUX,VERB,AUX,AH,
2,paha,paha,ADV,PART,ADV,AH,
3,iā,iā,PART,ADP,DET,AH,
4,ia,ia,PRON,PRON,PRON,,
5,ke,ke,AUX,PART,DET,AH,
6,kōkua,kōkua,VERB,VERB,VERB,,
7,iā,iā,PART,ADP,DET,AH,
8,kākou,kākou,PRON,PRON,NOUN,AH,
9,",",",",PUNCT,PUNCT,PUNCT,,
10,no,no,CCONJ,ADP,ADP,,
11,ka,ka,CCONJ,DET,DET,,
12,mea,mea,CCONJ,NOUN,NOUN,,
13,",",",",PUNCT,PUNCT,PUNCT,,
14,he,he,DET,DET,DET,,
15,kamanā,kamanā,NOUN,NOUN,NOUN,,
16,maikaʻi,maikaʻi,ADJ,ADJ,ADJ,,
17,loa,loa,ADV,ADV,PART,AH,
18,ʻo,ʻo,PART,PART,PART,,
19,ia,ia,PRON,PRON,PRON,,
20,.,.,PUNCT,PUNCT,PUNCT,,
21,	,_,X,,PUNCT,AH,
,,,,,,,
"# 10. ""He aha ka hana a ke kamanā?"" i nīnau ai ʻo Kimo. = ""What does a carpenter do?"" asked Kimo.",,,,,,,
1,	,_,X,,PUNCT,AH,
2,He,He,DET,DET,DET,,
3,aha,aha,PRON,PRON,PRON,,
4,ka,ka,DET,DET,DET,,
5,hana,hana,NOUN,NOUN,NOUN,,
6,a,a,ADP,SCONJ,ADP,AH,
7,ke,ke,DET,DET,DET,,
8,kamanā,kamanā,NOUN,NOUN,NOUN,,
9,?,?,PUNCT,PUNCT,PUNCT,,
10,	,_,PUNCT,,PUNCT,AH,
11,i,i,PART,ADP,PART,AH,
12,nīnau,nīnau,VERB,VERB,VERB,,
13,ai,ai,PART,SCONJ,PART,AH,
14,ʻo,ʻo,PART,PART,PART,,
15,Kimo,Kimo,PROPN,PROPN,PROPN,,
16,.,.,PUNCT,PUNCT,PUNCT,,
,,,,,,,
"# 11. ""He kanaka kūkulu hale ʻo ia,"" i pane aku ai ko Kimo pāpā. = ""He's a person who builds houses,"" answered Kimo's father.",,,,,,,
1,	,_,X,,,,
2,He,He,DET,DET,VERB,AH,
3,kanaka,kanaka,NOUN,NOUN,NOUN,,
4,kūkulu,kūkulu,VERB,VERB,VERB,,
5,hale,hale,NOUN,NOUN,NOUN,,
6,ʻo,ʻo,PART,PART,PART,,
7,ia,ia,PRON,PRON,PART,AH,
8,",",",",PUNCT,PUNCT,PUNCT,,
9,	,_,X,PUNCT,PUNCT,,
10,i,i,AUX,VERB,PART,AH,
11,pane,pane,VERB,VERB,VERB,,
12,aku,aku,ADV,ADV,PART,AH,
13,ai,ai,AUX,PART,PART,,
14,ko,ko,ADP,DET,PART,AH,
15,Kimo,Kimo,PROPN,PROPN,PROPN,,
16,pāpā,pāpā,NOUN,NOUN,NOUN,,
17,.,.,PUNCT,PUNCT,PUNCT,,
,,,,,,,
"# 12. ""A kokoke e paʻa ka hale āna e kūkulu nei."" = And Uncle Kālai is almost done with the house he is building.""",,,,,,,
1,	,_,X,,PUNCT,AH,
2,A,A,CCONJ,SCONJ,CCONJ,AH,
3,kokoke,kokoke,ADV,ADV,ADJ,AH,
4,e,e,PART,AUX,PART,AH,
5,paʻa,paʻa,ADJ,ADV,ADJ,AH,
6,ka,ka,DET,DET,DET,,
7,hale,hale,NOUN,NOUN,NOUN,,
8,āna,āna,ADJ,ADJ,VERB,AH,
9,e,e,AUX,AUX,PART,AH,
10,kūkulu,kūkulu,VERB,VERB,VERB,,
11,nei,nei,AUX,AUX,PART,AH,
12,.,.,PUNCT,PUNCT,PUNCT,,
13,	,_,X,PUNCT,,AH,
,,,,,,,
"# 13. Ua kāhea ko Kimo pāpā iā ʻAnakala Kālai, a ʻae maila ʻo ia e kōkua mai iā lākou. = Kimo's father called Uncle Kālai, and he agreed to help them.",,,,,,,
1,Ua,Ua,AUX,AUX,VERB,AH,
2,kāhea,kāhea,VERB,VERB,VERB,,
3,ko,ko,ADP,DET,VERB,AH,
4,Kimo,Kimo,PROPN,PROPN,PROPN,,
5,pāpā,pāpā,NOUN,NOUN,NOUN,,
6,iā,iā,PART,DET,INTJ,AH,
7,ʻAnakala,ʻAnakala,PROPN,NOUN,NOUN,,
8,Kālai,Kālai,PROPN,PROPN,PROPN,,
9,",",",",PUNCT,PUNCT,PUNCT,,
10,a,a,CCONJ,AUX,CCONJ,AH,
11,ʻae,ʻae,VERB,INTJ,VERB,AH,
12,maila,maila,ADV,ADV,PART,AH,
13,ʻo,ʻo,PART,VERB,PART,AH,
14,ia,ia,PRON,PRON,PART,AH,
15,e,e,AUX,AUX,PART,AH,
16,kōkua,kōkua,VERB,VERB,VERB,,
17,mai,mai,ADV,AUX,PART,AH,
18,iā,iā,PART,PRON,PRON,,
19,lākou,lākou,PRON,PRON,PRON,,
20,.,.,PUNCT,PUNCT,PUNCT,,
,,,,,,,
"# 14. No laila, ua hele ʻo Kimo me kona pāpā i ka hale kūʻai papa lāʻau e ʻoka aku ai i nā papa lāʻau a me nā kui no ke kūkulu ʻana i ka lumi hou. = So Kimo and his father went to the lumber store to order the lumber and nails to build the new room.",,,,,,,
1,No,No,CCONJ,ADP,_,AH,
2,laila,laila,CCONJ,ADV,_,AH,
3,",",",",PUNCT,PUNCT,_,AH,
4,ua,ua,AUX,AUX,_,AH,
5,hele,hele,VERB,VERB,_,AH,
6,ʻo,ʻo,PART,PART,_,AH,
7,Kimo,Kimo,PROPN,PROPN,_,AH,
8,me,me,ADP,ADP,_,AH,
9,kona,kona,DET,DET,_,AH,
10,pāpā,pāpā,NOUN,PRON,_,AH,
11,i,i,PART,PART,_,AH,
12,ka,ka,DET,DET,_,AH,
13,hale,hale,NOUN,NOUN,_,AH,
14,kūʻai,kūʻai,VERB,VERB,_,AH,
15,papa,papa,NOUN,NOUN,_,AH,
16,lāʻau,lāʻau,NOUN,NOUN,_,AH,
17,e,e,AUX,AUX,_,AH,
18,ʻoka,ʻoka,VERB,VERB,_,AH,
19,aku,aku,ADV,ADV,_,AH,
20,ai,ai,AUX,AUX,_,AH,
21,i,i,PART,PART,_,AH,
22,nā,nā,DET,DET,_,AH,
23,papa,papa,NOUN,NOUN,_,AH,
24,lāʻau,lāʻau,NOUN,NOUN,_,AH,
25,a,a,CCONJ,CCONJ,_,AH,
26,me,me,CCONJ,CCONJ,_,AH,
27,nā,nā,DET,DET,_,AH,
28,kui,kui,NOUN,NOUN,_,AH,
29,no,no,ADP,ADP,_,AH,
30,ke,ke,DET,PART,_,AH,
31,kūkulu,kūkulu,VERB,VERB,_,AH,
32,ʻana,ʻana,AUX,AUX,_,AH,
33,i,i,PART,PART,_,AH,
34,ka,ka,DET,DET,_,AH,
35,lumi,lumi,NOUN,NOUN,_,AH,
36,hou,hou,ADJ,ADJ,_,AH,
37,.,.,PUNCT,PUNCT,_,AH,
,,,,,,,
"# 15. I ia Poʻaono aʻe, ua ala ʻo Kimo i ke kakahiaka nui no ka nui o kona pīhoihoi. = The next Saturday, Kimo woke up early in the morning because he was so excited.",,,,,,,
1,I,I,ADP,PART,_,AH,
2,ia,ia,DET,PRON,_,AH,
3,Poʻaono,Poʻaono,PROPN,PROPN,_,AH,
4,aʻe,aʻe,ADJ,ADV,_,AH,
5,",",",",PUNCT,PUNCT,_,AH,
6,ua,ua,AUX,AUX,_,AH,
7,ala,ala,VERB,VERB,_,AH,
8,ʻo,ʻo,PART,PART,_,AH,
9,Kimo,Kimo,PROPN,PROPN,_,AH,
10,i,i,ADP,PART,_,AH,
11,ke,ke,DET,DET,_,AH,
12,kakahiaka,kakahiaka,NOUN,NOUN,_,AH,
13,nui,nui,ADJ,ADJ,_,AH,
14,no,no,ADP,ADP,_,AH,
15,ka,ka,DET,DET,_,AH,
16,nui,nui,NOUN,NOUN,_,AH,
17,o,o,ADP,ADP,_,AH,
18,kona,kona,DET,DET,_,AH,
19,pīhoihoi,pīhoihoi,NOUN,NOUN,_,AH,
20,.,.,PUNCT,PUNCT,_,AH,
,,,,,,,
"# 16. I ka hōʻea ʻana mai o ʻAnakala Kālai, hea akula ʻo Kimo ""Aloha e ʻAnakala, naʻu ʻoe e kōkua aku!"" = When Uncle Kālai arrived, Kimo called out, ""Hi, Uncle, I'm going to help you!""",,,,,,,
1,I,I,ADP,SCONJ,PART,AH,
2,ka,ka,DET,DET,DET,,
3,hōʻea,hōʻea,VERB,VERB,VERB,,
4,ʻana,ʻana,AUX,VERB,AUX,AH,
5,mai,mai,ADV,_,DET,AH,
6,o,o,ADP,_,AUX,AH,
7,ʻAnakala,ʻAnakala,PROPN,NOUN,PROPN,AH,
8,Kālai,Kālai,PROPN,PROPN,PROPN,,
9,",",",",PUNCT,PUNCT,PUNCT,,
10,hea,hea,VERB,VERB,VERB,,
11,akula,akula,ADV,_,ADV,AH,
12,ʻo,ʻo,PART,_,PART,AH,
13,Kimo,Kimo,PROPN,_,PROPN,AH,
14,	,_,X,,X,AH,
15,Aloha,Aloha,INTJ,INTJ,INTJ,,
16,e,e,PART,PART,AUX,AH,
17,ʻAnakala,ʻAnakala,PROPN,NOUN,PROPN,AH,
18,",",",",PUNCT,PUNCT,PUNCT,,
19,naʻu,naʻu,PRON,VERB,PRON,AH,
20,ʻoe,ʻoe,PRON,NOUN,PRON,AH,
21,e,e,AUX,PART,AUX,AH,
22,kōkua,kōkua,VERB,VERB,VERB,,
23,aku,aku,ADV,PART,PRON,AH,
24,!,!,PUNCT,PUNCT,PUNCT,,
25,	,_,X,PUNCT,_,AH,
,,,,PART,_,AH,
"# 17. ""ʻAe, hiki nō!"" i pane aku ai ʻo ʻAnakala. = ""Okay!"" answered Uncle.",,,,PART,_,AH,
1,	,_,X,PUNCT,_,AH,
2,ʻAe,ʻAe,INTJ,INTJ,INTJ,,
3,",",",",PUNCT,PUNCT,PUNCT,,
4,hiki,hiki,ADJ,VERB,VERB,,
5,nō,nō,ADV,PART,ADV,AH,
6,!,!,PUNCT,PUNCT,PUNCT,,
7,	,_,X,PUNCT,X,AH,
8,i,i,AUX,PART,PART,,
9,pane,pane,VERB,VERB,VERB,,
10,aku,aku,ADV,PART,PRON,AH,
11,ai,ai,AUX,PART,DET,AH,
12,ʻo,ʻo,PART,PART,PART,,
13,ʻAnakala,ʻAnakala,PROPN,NOUN,PROPN,AH,
14,.,.,PUNCT,PUNCT,_,AH,
,,,,PART,_,AH,
"# 18. ""E kiʻi mua ʻoe i kaʻu lula."" = ""First go get my tape measure.""",,,,PART,_,AH,
1,	,_,X,PUNCT,_,AH,
2,E,E,AUX,PART,AUX,AH,
3,kiʻi,kiʻi,VERB,VERB,VERB,,
4,mua,mua,ADV,ADV,ADV,,
5,ʻoe,ʻoe,PRON,PRON,PRON,,
6,i,i,PART,PART,PART,,
7,kaʻu,kaʻu,DET,PRON,DET,AH,
8,lula,lula,NOUN,NOUN,NOUN,,
9,.,.,PUNCT,PUNCT,PUNCT,,
10,	,_,X,PUNCT,_,AH,
,,,,PART,_,AH,
# 19. Ua hauʻoli ʻo Kimo i ke kiʻi ʻana i nā pono hana a ʻAnakala i makemake ai. = Kimo was happy to get the tools that Uncle wanted.,,,,PART,_,AH,
1,Ua,Ua,AUX,VERB,AUX,AH,
2,hauʻoli,hauʻoli,ADJ,VERB,ADJ,AH,
3,ʻo,ʻo,PART,PART,PART,,
4,Kimo,Kimo,PROPN,PROPN,PROPN,,
5,i,i,ADP,PART,PART,,
6,ke,ke,DET,VERB,DET,AH,
7,kiʻi,kiʻi,VERB,VERB,VERB,,
8,ʻana,ʻana,AUX,VERB,AUX,AH,
9,i,i,PART,PART,PART,,
10,nā,nā,DET,DET,DET,,
11,pono,pono,NOUN,NOUN,NOUN,,
12,hana,hana,NOUN,NOUN,ADJ,AH,
13,a,a,SCONJ,CCONJ,DET,AH,
14,ʻAnakala,ʻAnakala,PROPN,NOUN,PROPN,AH,
15,i,i,AUX,PART,PART,,
16,makemake,makemake,VERB,VERB,VERB,,
17,ai,ai,AUX,INTJ,AUX,AH,
18,.,.,PUNCT,PUNCT,PUNCT,,
,,,,PART,_,AH,
# 20. Hoihoi ʻo ia i ko lākou hoʻohana ʻia ʻana. = He was interested in how they were used.,,,,PART,_,AH,
1,Hoihoi,Hoihoi,ADJ,VERB,ADJ,AH,
2,ʻo,ʻo,PART,PART,PART,,
3,ia,ia,PRON,ADV,PRON,AH,
4,i,i,ADP,PART,PART,,
5,ko,ko,ADP,PRON,DET,AH,
6,lākou,lākou,PRON,PRON,DET,AH,
7,hoʻohana,hoʻohana,NOUN,VERB,ADV,AH,
8,ʻia,ʻia,AUX,PRON,PRON,,
9,ʻana,ʻana,AUX,VERB,AUX,AH,
10,.,.,PUNCT,PUNCT,PUNCT,,
,,,,PART,_,AH,
"# 21. Ke kāhea ʻo ʻAnakala Kālai, ""E Kimo, e lawe mai ʻoe i ka hāmale,"" kiʻi koke aku ʻo Kimo i ka hāmale, a nānā akula ʻo ia i kā ʻAnakala hili ʻana i ke kui. = When Uncle Kālai called, ""Kimo, bring me the hammer,"" Kimo quickly fetched the hammer, and he watched Uncle pound the nail.",,,,_,_,,
1,Ke,Ke,SCONJ,SCONJ,DET,AH,
2,kāhea,kāhea,VERB,VERB,VERB,,
3,ʻo,ʻo,PART,PART,PART,,
4,ʻAnakala,ʻAnakala,PROPN,PROPN,NOUN,AH,
5,Kālai,Kālai,PROPN,PROPN,PROPN,,
6,",",",",PUNCT,PUNCT,PUNCT,,
7,	,_,X,X,X,,
8,E,E,PART,PART,PART,,
9,Kimo,Kimo,PROPN,PROPN,PROPN,,
10,",",",",PUNCT,PUNCT,PUNCT,,
11,e,e,AUX,AUX,PART,AH,
12,lawe,lawe,VERB,VERB,VERB,,
13,mai,mai,ADV,ADV,PART,AH,
14,ʻoe,ʻoe,PRON,PRON,PRON,,
15,i,i,PART,PART,ADP,AH,
16,ka,ka,DET,DET,DET,,
17,hāmale,hāmale,NOUN,NOUN,NOUN,,
18,",",",",PUNCT,PUNCT,PUNCT,,
19,	,_,X,X,X,,
20,kiʻi,kiʻi,VERB,VERB,VERB,,
21,koke,koke,ADV,ADV,ADV,,
22,aku,aku,ADV,ADV,PART,AH,
23,ʻo,ʻo,PART,PART,PART,,
24,Kimo,Kimo,PROPN,PROPN,PROPN,,
25,i,i,PART,PART,ADP,AH,
26,ka,ka,DET,DET,DET,,
27,hāmale,hāmale,NOUN,NOUN,NOUN,,
28,",",",",PUNCT,PUNCT,PUNCT,,
29,a,a,CCONJ,CCONJ,CCONJ,,
30,nānā,nānā,VERB,VERB,VERB,,
31,akula,akula,ADV,ADV,ADV,,
32,ʻo,ʻo,PART,AUX,PART,AH,
33,ia,ia,PRON,PRON,PRON,,
34,i,i,PART,PART,ADP,AH,
35,kā,kā,ADP,DET,DET,,
36,ʻAnakala,ʻAnakala,PROPN,PROPN,NOUN,AH,
37,hili,hili,VERB,VERB,VERB,,
38,ʻana,ʻana,AUX,AUX,PART,AH,
39,i,i,PART,PART,ADP,AH,
40,ke,ke,DET,DET,DET,,
41,kui,kui,NOUN,NOUN,NOUN,,
42,.,.,PUNCT,PUNCT,PUNCT,,
,,,,_,_,,
"# 22. Kiʻi ʻo ia i ka pahiolo, a nānā i ke olo ʻana i ka lāʻau. = He fetched the saw and watched him saw the wood.",,,,_,_,,
1,Kiʻi,Kiʻi,VERB,VERB,VERB,,
2,ʻo,ʻo,PART,PART,PART,,
3,ia,ia,PRON,PRON,PRON,,
4,i,i,PART,PART,ADP,AH,
5,ka,ka,DET,DET,DET,,
6,pahiolo,pahiolo,NOUN,NOUN,NOUN,,
7,",",",",PUNCT,PUNCT,PUNCT,,
8,a,a,CCONJ,CCONJ,CCONJ,,
9,nānā,nānā,VERB,VERB,VERB,,
10,i,i,PART,PART,ADP,AH,
11,ke,ke,DET,DET,DET,,
12,olo,olo,VERB,VERB,VERB,,
13,ʻana,ʻana,AUX,AUX,PART,AH,
14,i,i,PART,PART,ADP,AH,
15,ka,ka,DET,DET,DET,,
16,lāʻau,lāʻau,NOUN,NOUN,NOUN,,
17,.,.,PUNCT,PUNCT,PUNCT,,
,,,,_,_,,
"# 23. Kiʻi ʻo ia i ke koʻikahi, a nānā i ke kahi ʻana i ka papa lāʻau. = He fetched the planer and watched him plane the boards.",,,,_,_,,
1,Kiʻi,Kiʻi,VERB,VERB,VERB,,
2,ʻo,ʻo,PART,AUX,PART,AH,
3,ia,ia,PRON,PRON,PRON,,
4,i,i,PART,PART,ADP,AH,
5,ke,ke,DET,DET,DET,,
6,koʻikahi,koʻikahi,NOUN,NOUN,NOUN,,
7,",",",",PUNCT,PUNCT,PUNCT,,
8,a,a,CCONJ,ADP,CCONJ,AH,
9,nānā,nānā,VERB,VERB,VERB,,
10,i,i,PART,PART,ADP,AH,
11,ke,ke,DET,DET,DET,,
12,kahi,kahi,VERB,VERB,VERB,,
13,ʻana,ʻana,AUX,PART,PART,,
14,i,i,PART,PART,ADP,AH,
15,ka,ka,DET,DET,DET,,
16,papa,papa,NOUN,ADJ,ADJ,,
17,lāʻau,lāʻau,NOUN,NOUN,NOUN,,
18,.,.,PUNCT,PUNCT,PUNCT,,
,,,,_,_,,
"# 24. A kiʻi ʻo ia i ke ana ʻiliwai, a nānā i ke ana ʻana i ka ʻiliwai o ka paepae pukaaniani. = He fetched the level and watched him check the level of the windowsill.",,,,_,_,,
1,A,A,CCONJ,DET,CCONJ,AH,
2,kiʻi,kiʻi,VERB,VERB,VERB,,
3,ʻo,ʻo,PART,AUX,PART,AH,
4,ia,ia,PRON,PRON,PRON,,
5,i,i,PART,PART,ADP,AH,
6,ke,ke,DET,DET,DET,,
7,ana,ana,NOUN,VERB,NOUN,AH,
8,ʻiliwai,ʻiliwai,NOUN,NOUN,NOUN,,
9,",",",",PUNCT,PUNCT,PUNCT,,
10,a,a,CCONJ,DET,CCONJ,AH,
11,nānā,nānā,VERB,VERB,VERB,,
12,i,i,PART,PART,ADP,AH,
13,ke,ke,DET,DET,DET,,
14,ana,ana,NOUN,VERB,NOUN,AH,
15,ʻana,ʻana,AUX,AUX,PART,AH,
16,i,i,PART,PART,ADP,AH,
17,ka,ka,DET,DET,DET,,
18,ʻiliwai,ʻiliwai,NOUN,NOUN,NOUN,,
19,o,o,ADP,ADP,ADP,,
20,ka,ka,DET,DET,DET,,
21,paepae,paepae,NOUN,ADJ,NOUN,AH,
22,pukaaniani,pukaaniani,NOUN,NOUN,NOUN,,
23,.,.,PUNCT,_,PUNCT,AH,
,,,,_,_,,
"# 25. A paʻa ka lumi moe hou, mahalo akula ʻo Kimo i nā hana a ke kamanā. = When the new bedroom was finished, Kimo admired the carpenter's handiwork.",,,,_,_,,
1,A,A,CCONJ,DET,CCONJ,AH,
2,paʻa,paʻa,ADJ,ADV,ADJ,AH,
3,ka,ka,DET,DET,DET,,
4,lumi,lumi,NOUN,NOUN,NOUN,,
5,moe,moe,NOUN,ADJ,NOUN,AH,
6,hou,hou,ADJ,ADV,ADJ,AH,
7,",",",",PUNCT,PUNCT,PUNCT,,
8,mahalo,mahalo,VERB,INTJ,VERB,AH,
9,akula,akula,ADV,PART,ADV,AH,
10,ʻo,ʻo,PART,AUX,PART,AH,
11,Kimo,Kimo,PROPN,PROPN,PROPN,,
12,i,i,ADP,PART,ADP,AH,
13,nā,nā,DET,ADV,DET,AH,
14,hana,hana,NOUN,NOUN,NOUN,,
15,a,a,ADP,DET,CCONJ,AH,
16,ke,ke,DET,DET,DET,,
17,kamanā,kamanā,NOUN,NOUN,NOUN,,
18,.,.,PUNCT,PUNCT,PUNCT,,
,,,,_,_,,
