# 1. Aia Ka ʻAlakeka Ma Kaipāpaʻu? = Is There An Alligator At Kaipāpaʻu?,,,,,,
1,Aia,Aia,ADV,VERB,VERB,
3,i,i,PART,ADP,PART,AH!
4,kona,kona,DET,DET,DET,
5,huelo,huelo,NOUN,NOUN,NOUN,
6,lōʻihi,lōʻihi,ADJ,ADJ,NOUN,AH!
7,?,?,PUNCT,PUNCT,PUNCT,
,,,,,,
# 10. He aha lā ia mea? = What is he?,,,,,,
1,He,He,DET,DET,DET,
2,aha,aha,PRON,PRON,PRON,
3,lā,lā,PART,PART,PART,
4,ia,ia,DET,DET,PART,AH!
5,mea,mea,NOUN,NOUN,NOUN,
6,?,?,PUNCT,PUNCT,PUNCT,
,,,,,,
# 11. ʻAʻole nō ia he ʻalakeka maoli nona ka niho wakawaka. = He’s not a real alligator with sharp teeth.,,,,,,
1,ʻAʻole,ʻAʻole,ADV,ADV,_,AH!
2,nō,nō,ADV,ADV,_,AH!
3,ia,ia,PRON,PRON,_,AH!
4,he,he,DET,DET,_,AH!
5,ʻalakeka,ʻalakeka,NOUN,NOUN,_,AH!
6,maoli,maoli,ADJ,ADJ,_,AH!
7,nona,nona,ADJ,PRON,_,AH!
8,ka,ka,DET,DET,_,AH!
9,niho,niho,NOUN,NOUN,_,AH!
10,wakawaka,wakawaka,ADJ,ADJ,_,AH!
11,.,.,PUNCT,PUNCT,_,AH!
,,,,,,
# 12. He pōhaku loloa nō ia. Ua kohu ʻalakeka ia mea nei. = He’s a long rock that looks like an alligator.,,,,,,
1,He,He,DET,DET,_,AH!
2,pōhaku,pōhaku,NOUN,NOUN,_,AH!
3,loloa,loloa,ADJ,ADJ,_,AH!
4,nō,nō,ADV,ADV,_,AH!
5,ia,ia,PRON,PRON,_,AH!
6,.,.,PUNCT,PUNCT,_,AH!
7,Ua,Ua,AUX,X,_,AH!
8,kohu,kohu,VERB,ADJ,_,AH!
9,ʻalakeka,ʻalakeka,NOUN,NOUN,_,AH!
10,ia,ia,DET,PRON,_,AH!
11,mea,mea,NOUN,NOUN,_,AH!
12,nei,nei,AUX,ADV,_,AH!
13,.,.,PUNCT,PUNCT,_,AH!
,,,,,,
# 13. ʻO Loko Kai ʻO ʻAlakeka kēia. = This is Alligator Pond.,,,,,,
1,ʻO,ʻO,PART,PART,_,AH!
2,Loko,Loko,NOUN,NOUN,_,AH!
3,Kai,Kai,NOUN,VERB,_,AH!
4,ʻO,ʻO,PART,PART,_,AH!
5,ʻAlakeka,ʻAlakeka,NOUN,NOUN,_,AH!
6,kēia,kēia,ADJ,ADJ,_,AH!
7,.,.,PUNCT,PUNCT,_,AH!
,,,,,,
# 14. He wahi leʻaleʻa nohoʻi kēia i nā keiki o ke kaiāulu. = It is a fun place for children of the neighborhood.,,,,,,
1,He,He,DET,DET,_,AH!
2,wahi,wahi,NOUN,NOUN,_,AH!
3,leʻaleʻa,leʻaleʻa,ADJ,ADJ,_,AH!
4,nohoʻi,nohoʻi,ADV,_,_,
5,kēia,kēia,ADJ,ADJ,_,AH!
6,i,i,PART,PART,_,AH!
7,nā,nā,DET,DET,_,AH!
8,keiki,keiki,NOUN,NOUN,_,AH!
9,o,o,PART,ADP,_,AH!
10,ke,ke,DET,AUX,_,AH!
11,kaiāulu,kaiāulu,NOUN,NOUN,_,AH!
12,.,.,PUNCT,PUNCT,_,AH!
,,,,,,
# 15. Hele lākou i ʻaneʻi e ʻolu ai ke kino i ka wela o ka lā. = They come here to escape the heat of the day.,,,,,,
1,Hele,Hele,VERB,VERB,_,AH!
2,lākou,lākou,PRON,PRON,_,AH!
3,i,i,PART,PART,_,AH!
4,ʻaneʻi,ʻaneʻi,ADV,NOUN,_,AH!
5,e,e,AUX,AUX,_,AH!
6,ʻolu,ʻolu,VERB,NOUN,_,AH!
7,ai,ai,AUX,PART,_,AH!
8,ke,ke,DET,AUX,_,AH!
9,kino,kino,NOUN,NOUN,_,AH!
10,i,i,PART,PART,_,AH!
11,ka,ka,DET,DET,_,AH!
12,wela,wela,NOUN,ADJ,_,AH!
13,o,o,PART,ADP,_,AH!
14,ka,ka,DET,DET,_,AH!
15,lā,lā,NOUN,NOUN,_,AH!
16,.,.,PUNCT,PUNCT,_,AH!
,,,,,,
# 16. Piʻi nā keiki i nā puʻu o kona kua. = Children climb the bumps of his back.,,,,,,
1,Piʻi,Piʻi,VERB,VERB,VERB,
2,nā,nā,DET,DET,PART,AH!
3,keiki,keiki,NOUN,NOUN,NOUN,
4,i,i,PART,PART,PART,
5,nā,nā,DET,DET,PART,AH!
6,puʻu,puʻu,NOUN,NOUN,NOUN,
7,o,o,PART,PART,DET,AH!
8,kona,kona,DET,PRON,ADJ,AH!
9,kua,kua,NOUN,NOUN,NOUN,
10,.,.,PUNCT,PUNCT,PUNCT,
,,,,,,
# 17. ʻImi lākou i kēlā ʻano mea kēia ʻano mea e noho ana ma ka loko kai. = They search for different ocean creatures.,,,,,,
1,ʻImi,ʻImi,VERB,VERB,VERB,
2,lākou,lākou,PRON,PRON,PRON,
3,i,i,PART,PART,PART,
4,kēlā,kēlā,DET,ADJ,VERB,AH!
5,ʻano,ʻano,NOUN,NOUN,ADJ,AH!
6,mea,mea,NOUN,NOUN,NOUN,
7,kēia,kēia,DET,ADJ,PRON,AH!
8,ʻano,ʻano,NOUN,NOUN,NOUN,
9,mea,mea,NOUN,NOUN,NOUN,
10,e,e,AUX,PART,DET,AH!
11,noho,noho,VERB,NOUN,VERB,AH!
12,ana,ana,AUX,VERB,VERB,
13,ma,ma,ADP,PART,DET,AH!
14,ka,ka,DET,DET,PART,AH!
15,loko,loko,NOUN,NOUN,ADJ,AH!
16,kai,kai,NOUN,NOUN,NOUN,
17,.,.,PUNCT,PUNCT,PUNCT,
,,,,,,
# 18. Hauʻoli nā keiki i ka pāʻani like i ke one ma ʻaneʻi. = Children love to play together in the sand.,,,,,,
1,Hauʻoli,Hauʻoli,ADJ,VERB,ADJ,AH!
2,nā,nā,DET,DET,PART,AH!
3,keiki,keiki,NOUN,NOUN,NOUN,
4,i,i,PART,PART,PART,
5,ka,ka,DET,DET,DET,
6,pāʻani,pāʻani,NOUN,VERB,VERB,
7,like,like,ADV,ADJ,ADJ,
8,i,i,PART,PART,PART,
9,ke,ke,DET,DET,PART,AH!
10,one,one,NOUN,NOUN,NOUN,
11,ma,ma,ADP,PART,DET,AH!
12,ʻaneʻi,ʻaneʻi,ADV,PART,NOUN,AH!
13,.,.,PUNCT,PUNCT,PUNCT,
,,,,,,
# 19. ʻEli ka lima i ke one ā kūkulu ʻia nā mea like ʻole me ka pākeke one. = They dig with their hands and build things with their sand bucket.,,,,,,
1,ʻEli,ʻEli,VERB,VERB,VERB,
2,ka,ka,DET,DET,DET,
3,lima,lima,NOUN,NOUN,NOUN,
4,i,i,PART,PART,PART,
5,ke,ke,DET,DET,PART,AH!
6,one,one,NOUN,NOUN,NOUN,
7,ā,ā,CCONJ,PART,DET,AH!
8,kūkulu,kūkulu,VERB,VERB,VERB,
9,ʻia,ʻia,AUX,PRON,PART,AH!
10,nā,nā,VERB,DET,VERB,AH!
11,mea,mea,NOUN,NOUN,NOUN,
12,like,like,ADJ,ADJ,ADJ,
13,ʻole,ʻole,ADJ,_,ADJ,AH!
14,me,me,ADP,PART,CCONJ,AH!
15,ka,ka,DET,DET,PART,AH!
16,pākeke,pākeke,NOUN,NOUN,NOUN,
17,one,one,NOUN,NOUN,NOUN,
18,.,.,PUNCT,PUNCT,PUNCT,
,,,,,,
# 20. Hele ā ʻolu ke kino o ke kamaliʻi i ke kai pāpaʻu o kēia loko kai. = Children cool off their bodies in the shallow of the sea pond.,,,,,,
1,Hele,Hele,VERB,VERB,VERB,
2,ā,ā,CCONJ,PART,DET,AH!
3,ʻolu,ʻolu,VERB,ADJ,VERB,AH!
4,ke,ke,DET,DET,PART,AH!
5,kino,kino,NOUN,_,NOUN,AH!
6,o,o,PART,_,DET,AH!
7,ke,ke,DET,_,DET,AH!
8,kamaliʻi,kamaliʻi,NOUN,_,NOUN,AH!
9,i,i,PART,_,PART,AH!
10,ke,ke,DET,_,PART,AH!
11,kai,kai,NOUN,_,NOUN,AH!
12,pāpaʻu,pāpaʻu,ADJ,_,ADJ,AH!
13,o,o,ADP,_,DET,AH!
14,kēia,kēia,DET,_,PRON,AH!
15,loko,loko,NOUN,_,NOUN,AH!
16,kai,kai,NOUN,_,NOUN,AH!
17,.,.,PUNCT,_,PUNCT,AH!
,,,,,,
# 21. Akā naʻe ... ʻo ka lēkei mai ka ihu iho ka mea leʻaleʻa nui nō. = But ... jumping from his nose into the water is the most fun thing to do.,,,,,,
1,Akā,Akā,CCONJ,ADV,_,AH!
2,naʻe,naʻe,CCONJ,ADV,_,AH!
3,.,.,PUNCT,PUNCT,_,AH!
4,.,.,PUNCT,PUNCT,_,AH!
5,.,.,PUNCT,PUNCT,_,AH!
6,ʻo,ʻo,PART,PART,_,AH!
7,ka,ka,DET,PRON,_,AH!
8,lēkei,lēkei,NOUN,VERB,_,AH!
9,mai,mai,ADP,ADJ,_,AH!
10,ka,ka,DET,DET,_,AH!
11,ihu,ihu,NOUN,NOUN,_,AH!
12,iho,iho,ADV,PART,_,AH!
13,ka,ka,DET,PART,_,AH!
14,mea,mea,NOUN,NOUN,_,AH!
15,leʻaleʻa,leʻaleʻa,ADJ,ADJ,_,AH!
16,nui,nui,ADJ,ADJ,_,AH!
17,nō,nō,ADV,ADJ,_,AH!
18,.,.,PUNCT,_,_,
,,,,_,,AH!
# 22. Hauʻoli ka poʻe keiki. = The children are so happy.,,,,_,,AH!
1,Hauʻoli,Hauʻoli,ADJ,ADJ,_,AH!
2,ka,ka,DET,DET,_,AH!
3,poʻe,poʻe,NOUN,NOUN,_,AH!
4,keiki,keiki,NOUN,NOUN,_,AH!
5,.,.,PUNCT,PUNCT,_,AH!
,,,,_,,AH!
# 23. He keu ā ka leʻaleʻa! = It is so much fun!,,,,_,,AH!
1,He,He,DET,DET,_,AH!
2,keu,keu,NOUN,VERB,_,AH!
3,ā,ā,ADP,DET,_,AH!
4,ka,ka,DET,PART,_,AH!
5,leʻaleʻa,leʻaleʻa,NOUN,VERB,_,AH!
6,!,!,PUNCT,PUNCT,_,AH!
,,,,_,,AH!
"# 24. Akā naʻe, aia ā napoʻo ka lā, e hoʻi aku nō i ka hale. = When the day is done, we must return home.",,,,_,,AH!
1,Akā,Akā,CCONJ,CCONJ,_,AH!
2,naʻe,naʻe,CCONJ,CCONJ,_,AH!
3,",",",",PUNCT,PUNCT,_,AH!
4,aia,aia,SCONJ,CCONJ,_,AH!
5,ā,ā,SCONJ,DET,_,AH!
6,napoʻo,napoʻo,VERB,VERB,_,AH!
7,ka,ka,DET,PART,_,AH!
8,lā,lā,NOUN,NOUN,_,AH!
9,",",",",PUNCT,PUNCT,_,AH!
10,e,e,AUX,DET,_,AH!
11,hoʻi,hoʻi,VERB,VERB,_,AH!
12,aku,aku,ADV,PART,_,AH!
13,nō,nō,ADV,PART,_,AH!
14,i,i,PART,PART,_,AH!
15,ka,ka,DET,DET,_,AH!
16,hale,hale,NOUN,NOUN,_,AH!
17,.,.,PUNCT,PUNCT,_,AH!
,,,,_,,AH!
"# 25. Aloha ā hui hou aku i kekahi lā wela! = So, good-bye until the next hot day.",,,,_,,AH!
1,Aloha,Aloha,INTJ,INTJ,_,AH!
2,ā,ā,CCONJ,DET,_,AH!
3,hui,hui,VERB,VERB,_,AH!
4,hou,hou,ADV,ADJ,_,AH!
5,aku,aku,ADV,NOUN,_,AH!
6,i,i,PART,PART,_,AH!
7,kekahi,kekahi,DET,NUM,_,AH!
8,lā,lā,NOUN,NOUN,_,AH!
9,wela,wela,ADJ,ADJ,_,AH!
10,!,!,PUNCT,PUNCT,_,AH!
